Name,Address,Rating [1-5],Price Level [1-4]
The Taco Project,"465 Bedford Rd, Pleasantville, NY 10570",4.5,N/A
The Beehive,"30 Old Rte 22, Armonk, NY 10504",4.5,2
Solimar Grill Restaurant,"1800 Archer St, Bronx, NY 10460",3.7,N/A
Hudson Social,"RR Station, 11 Station Plaza, Dobbs Ferry, NY 10522",4.4,2
Sapori Restaurant Scarsdale,"2 Chase Rd, Scarsdale, NY 10583",4.4,N/A
Bani Restaurant,"1056 Bronx River Ave, Bronx, NY 10472",4,2
Kibberia,"93 Mill Plain Rd, Danbury, CT 06811",4.6,1
Rosy Tomorrow's,"15 Old Mill Plain Rd, Danbury, CT 06811",4.5,2
Terra,"15 Milestone Rd, Danbury, CT 06810",4.5,2
Cafe on the Green,"100 Aunt Hack Rd, Danbury, CT 06811",4.3,3
Della Francesca,"46 Mill Plain Rd, Danbury, CT 06811",4.5,3
Dolce Restaurant & Wine Bar,"39B Mill Plain Rd, Danbury, CT 06811",4.5,2
Greek Village,"1856 US-6, Carmel Hamlet, NY 10512",4.4,2
140 GRAND,"140 Grand St, Croton-On-Hudson, NY 10520",4.7,N/A
Kanopi,"1 Renaissance Square, White Plains, NY 10601",4.5,N/A
Turkish Cuisine White Plains,"116 Mamaroneck Ave, White Plains, NY 10601",4.2,2
Madonia Restaurant & Bar,"1297 Long Ridge Rd, Stamford, CT 06903",4.4,2
Quenas Restaurant,"109 Halstead Ave, Harrison, NY 10528",4.3,2
Archie Grand,"166B Mamaroneck Ave, White Plains, NY 10601",4.5,N/A
Chef Luis Restaurant,"129 Elm St, New Canaan, CT 06840",4.6,2
Elm,"73 Elm St, New Canaan, CT 06840",4.3,3
South End,"36 Pine St, New Canaan, CT 06840",4.5,3
Gates Restaurant + Bar,"10 Forest St, New Canaan, CT 06840",4,2
DiNardo's Ristorante Italiano,"76 Westchester Ave, Pound Ridge, NY 10576",4.7,2
Ancient Mariner Restaurant,"451 Main St, Ridgefield, CT 06877",4.3,2
Farmer's Table,"12 Forest St, New Canaan, CT 06840",4.3,2
Pesca Peruvian Bistro,"70 Main St, New Canaan, CT 06840",4.5,N/A
Bacio,"12 N Salem Rd, Cross River, NY 10518",4.5,2
Spiga,"136 Main St, New Canaan, CT 06840",4.2,2
Prime Pub Somers,"249 US-202, Somers, NY 10589",4.6,N/A
3815 El Meson Restaurant,"3815 White Plains Rd, Bronx, NY 10467",4.3,N/A
Barn Door Restaurant,"37 Ethan Allen Hwy, Ridgefield, CT 06877",4.6,2
Marly's,"101 Old Ridgefield Rd, Wilton, CT 06897",4.4,2
Cactus Rose Restaurant & Tequila Bar,"5 River Rd, Wilton, CT 06897",4.3,3
Aranci 67,"142 Old Ridgefield Rd, Wilton, CT 06897",4.7,2
Sucre Sale,"109 Danbury Rd, Ridgefield, CT 06877",4.6,2
Southwest Cafe,"109 Danbury Rd #4109, Ridgefield, CT 06877",4.6,2
The Inn at Pound Ridge by Jean-Georges,"258 Westchester Ave, Pound Ridge, NY 10576",4.3,3
Bianco Rosso Wine Bar & Restaurant,"151 Old Ridgefield Rd, Wilton, CT 06897",4.5,2
Point Break Tacos,"126 Old Ridgefield Rd, Wilton, CT 06897",4.6,N/A
Barbarie's Grill,"7 Backus Ave, Danbury, CT 06810",4.4,N/A
21 Lake Restaurant and Bar,"21 Lake Ave Ext, Danbury, CT 06811",4.1,N/A
Olive Garden Italian Restaurant,"36 Backus Ave, Danbury, CT 06810",4.2,2
Rraci's Restaurant,"3670 Danbury Rd, Brewster, NY 10509",4.6,3
IL FORNO,"343 US-202, Somers, NY 10589",4.6,2
Tawabel restaurant,"5999 Broadway, Bronx, NY 10471",4.7,N/A
Mirador restaurant,"44 W Kingsbridge Rd, Bronx, NY 10468",4.1,N/A
Beccofino,"5704 Mosholu Ave, Bronx, NY 10471",4.6,2
Fiesta Lounge and Restaurant,"4640 3rd Ave., Bronx, NY 10458",4.2,N/A
Fratelli,"2507 Eastchester Rd, Bronx, NY 10469",4.5,2
Sear House,"411 Piermont Rd, Closter, NJ 07624",4.3,3
Cassie's Restaurant,"18 S Dean St, Englewood, NJ 07631",4.4,2
La Masa Restaurant,"2542 E Tremont Ave, Bronx, NY 10461",4.1,2
Ventanas Restaurant and Lounge,"200 Park Ave, Fort Lee, NJ 07024",4.2,2
Mario's Restaurant,"2342 Arthur Ave, Bronx, NY 10458",4.4,2
Morena Restaurant,"2151 Jerome Ave, Bronx, NY 10453",0,N/A
Raices del Valle Restaurant,"1846 Jerome Ave, Bronx, NY 10453",4.1,1
Sangria Cafe,"2085 Bartow Ave, Bronx, NY 10475",4.1,2
Golden Eagle Restaurant,"975 Morris Park Ave, Bronx, NY 10462",4.1,1
Nanuet Restaurant,"211 Main St, Nanuet, NY 10954",4.4,2
Sazone,"191 S Main St, New City, NY 10956",4.6,2
DELPINO Restaurant,"108 Chestnut Ridge Rd, Montvale, NJ 07645",4.5,2
El Banquete restaurant,"86 Lafayette Ave, Suffern, NY 10901",4.4,N/A
Windsor Grille Restaurant,"425 NY-59, Nanuet, NY 10954",3.7,2
Varka Restaurant,"30 N Spruce St, Ramsey, NJ 07446",4.5,3
503 restaurant inc,"28 N Main St, Spring Valley, NY 10977",4.9,N/A
City Line Family Restaurant,"254 S Main St, New City, NY 10956",4.3,2
El Paraiso Restaurant & lounge,"23 Kennedy Dr, Spring Valley, NY 10977",4,N/A
daNina Italian Restaurant,"1 Lafayette Ave, Suffern, NY 10901",4.6,2
Estrella's Cafe,"119 Main St, Nanuet, NY 10954",4.6,1
Agave Restaurant and Lounge,"100 Orange Ave, Suffern, NY 10901",4.6,N/A
La Placita Restaurant,"55 S Central Ave, Spring Valley, NY 10977",3.9,2
Green Star Restaurant,"163 N Middletown Rd, Pearl River, NY 10965",4.5,2
Calabria Restaurant,"80 S Main St, New City, NY 10956",4.3,1
La Terrazza,"291 S Main St, New City, NY 10956",4.4,2
El Diamante Bar & Restaurant,"10 S Main St, Spring Valley, NY 10977",4,N/A
Captain's Table,"547 NY-17M, Monroe, NY 10950",4.5,2
Amada's Kitchen AUTHENTIC MEXICAN food,"15 E Main St, Washingtonville, NY 10992",4.5,1
Entre Tierras's Restaurant NY,"66 Millpond Pkwy, Monroe, NY 10950",4.8,N/A
1839 Restaurant and Bar,"84 Brotherhood Plaza Dr, Washingtonville, NY 10992",4.3,N/A
Torbellino's Latin Restaurant,"494 NY-17M, Monroe, NY 10950",4.3,N/A
Somni NY Tapas,"590 NY-208, Monroe, NY 10950",4.5,N/A
An Artistic Taste,"88 NY-17M, Harriman, NY 10926",4.7,2
The Tequila Grill,"63 Still Rd, Monroe, NY 10950",4.7,N/A
Mina's Spanish Kitchen,"355 Windsor Hwy, New Windsor, NY 12553",3.9,2
La Villa Mexican Restaurant & Bar,"6 Depot St, Washingtonville, NY 10992",4.5,1
Scalia & Co Craft Kitchen and Bar,"Shoprite Plaza, 785 NY-17M #2, Monroe, NY 10950",4.5,2
Nelly Cilantro Latin Restaurant and Bar,"287 Windsor Hwy #100, New Windsor, NY 12553",4.4,2
La Rancherita,"101 Carpenter Pl, Monroe, NY 10950",4.3,1
Tulcingo,"817 NY-17M, Monroe, NY 10950",4.5,1
Mina's Spanish Kitchen Monroe,"400 NY-17M, Monroe, NY 10950",4.1,2
Capri Restaurant & Pizzeria,"359 Windsor Hwy, New Windsor, NY 12553",4.5,2
Citrus Restaurant,"NY, 1004 NY-94, New Windsor, NY 12553",4.6,2
El Rinconcito Latin Food,"266 Quassaick Ave, New Windsor, NY 12553",4.2,1
PIZZARAMA,"371 NY-17M, Monroe, NY 10950",4.5,1
Marina,"76 NY-17M, Harriman, NY 10926",4.6,2
Banchetto Feast,"75 West Route 59 &, S Middletown Rd, Nanuet, NY 10954",4.5,2
Nanuet Hotel,"132 Main St, Nanuet, NY 10954",4.5,2
Barrel 28,"28 N Main St, Florida, NY 10921",4.5,2
Bee Soulful Restaurant,"29 Center St, Middletown, NY 10940",4.3,N/A
Oak & Reed,"45-53 North St Unit 1, Middletown, NY 10940",4.7,2
Copper Bottom An American Grill & Bar,"162 N Main St, Florida, NY 10921",4.5,2
Pimiento Latin American Restaurant,"265 Route 211 East, Suite 101 & 102, Middletown, NY 10940",4.2,2
Jackie's Latin Kitchen,"Inside Valero, 76 E Main St, Middletown, NY 10940",4.6,1
Zoe's Latin Cafe,"56 N Main St, Florida, NY 10921",4.9,N/A
El Rancho Mexican Restaurant,"3 New St, Goshen, NY 10924",4.4,1
Angelita's Mexican Kitchen,"32 N Church St #1r, Goshen, NY 10924",4.7,N/A
Allan's Falafel,"115 Main St, Chester, NY 10918",4.7,1
Milo's Restaurant,"90 North St, Middletown, NY 10940",4.6,N/A
San Cristobal,"52 Cottage St, Middletown, NY 10940",4.5,1
Sugar Loaf Taphouse,"1368 Kings Hwy, Chester, NY 10918",4.5,2
El Bandido Mexican Restaurant,"536 E Main St, Middletown, NY 10940",4.3,2
Pizza E Birra,"287 NY-211, Middletown, NY 10940",4.4,2
Casa Mia Latin Kitchen,"2040 Goshen Turnpike, Middletown, NY 10941",4.5,2
El Tapatio Mexican Food Middletown NY,"252 NY-211, Middletown, NY 10940",4.2,N/A
Hacienda,"1700 NY-17M, Goshen, NY 10924",4.3,2
Amore's Pizzeria & Restaurant,"182 W Main St, Goshen, NY 10924",4.7,1
Cheryl's Fried Fish,"24 E Main St, Middletown, NY 10940",4.1,2
Communal Kitchen,"162 Main St, Nyack, NY 10960",4.6,2
Mezza,"22 Jefferson Ave, Westwood, NJ 07675",4.5,2
Bellissimo Restaurant,"12 S Kinderkamack Rd, Montvale, NJ 07645",4.6,2
wildfire grill,"74 Clinton St, Montgomery, NY 12549",4.5,N/A
88 Charles St Restaurant,"88 Charles St, Montgomery, NY 12549",4.5,2
The Table,"73 Clinton St, Montgomery, NY 12549",4.6,N/A
Strada Grill,"1011 NY-17K, Montgomery, NY 12549",4.5,N/A
Antonio's Family Restaurant,"118 Clinton St, Montgomery, NY 12549",4.9,N/A
The Restaurant at Winding Hills,"1847 NY-17K, Montgomery, NY 12549",3.9,N/A
Delancey's,"40 Park Pl, Goshen, NY 10924",4.4,2
Ward's Bridge Inn,"135 Ward St, Montgomery, NY 12549",4.6,2
Carmela's Restaurant Pizzeria,"1021 NY-17K, Montgomery, NY 12549",4.4,2
RoseMary's Pub & Grub,"11 Union St, Montgomery, NY 12549",4.8,N/A
Country Pride,"125 Neelytown Rd, Montgomery, NY 12549",3.8,N/A
Bistro Du Mexique,"65 Main St, Pine Bush, NY 12566",4.8,2
Sabroso Mexican Restaurant,"72 Main St, Pine Bush, NY 12566",4.6,N/A
Dos Amigos,"540 Bloomingburg Rd, Middletown, NY 10940",4.6,2
Jace & Bailey's Italian Kitchen,"62 Main St, Pine Bush, NY 12566",4.4,N/A
Oriental House,"78 Main St, Pine Bush, NY 12566",4.8,1
Larry's Chinese Restaurant and Bar,"66 North St, Pine Bush, NY 12566",4.4,1
Third and Company Lakeside,"3649 NY-52, Pine Bush, NY 12566",4.5,2
The Horse and Sulky Pub & Grill,"809 Bloomingburg Rd, Bloomingburg, NY 12721",4.5,2
Mountain View,"241 Stone School House Rd, Bloomingburg, NY 12721",4.5,2
Bento Sushi,"31 Ted Dr, Pine Bush, NY 12566",3.3,N/A
Pecorino's Pizzeria,"253 Tower Dr, Middletown, NY 10941",4.6,1
Cosimo's,"100 NY-32, Central Valley, NY 10917",4.5,2
Jalisco,"30 Carpenter Pl, Monroe, NY 10950",4.3,N/A
Jorge's Kitchen & Bar,"34 Smith Clove Rd, Central Valley, NY 10917",4.7,N/A
Munch and Brunch,"11 Ruzhin Rd, Kiryas Joel, NY 10950",4.6,N/A
Mario's,"503 NY-32, Highland Mills, NY 10930",4.5,2
Amalfi Pizzeria & Restaurant,"200 NY-32, Central Valley, NY 10917",4.2,2
Yossies Cafe & Restaurant,"131 Acres Rd UNIT 111, Monroe, NY 10950",4.7,2
Millpond Cafe,"60 Millpond Pkwy, Monroe, NY 10950",4.2,N/A
Alondra's Cuisine,"14 North St, Middletown, NY 10940",4.5,1
J's Place,"39 W Main St, Middletown, NY 10940",4.8,N/A
Wurtsboro Diner and Cafe,"60 Sullivan St, Wurtsboro, NY 12790",4.5,1
Pasta D'oro,"90 Sullivan St, Wurtsboro, NY 12790",4.6,3
Franco Di Roma,"357 NY-211, Middletown, NY 10940",4.4,2
fourteen railroad,"14 Railroad Ave, Warwick, NY 10990",4.5,N/A
THE GRANGE,"1 Ryerson Rd, Warwick, NY 10990",4.7,2
Bottoms Up Restaurant and Pub,"1965 NY-284, Slate Hill, NY 10973",4.6,2
Old Stone House Restaurant Warwick NY,"21 Hathorn Rd, Warwick, NY 10990",4.4,N/A
G's Restaurant,"32 Main St, Warwick, NY 10990",4,2
Landmark Inn,"526 NY-94, Warwick, NY 10990",4.6,2
Grappa Ristorante,"22 Railroad Ave, Warwick, NY 10990",4.6,3
EL HABANERO,"172 NY-94, Warwick, NY 10990",4.2,2
Galloway Grill,"62 Galloway Rd, Warwick, NY 10990",4.3,2
The Warwick Inn,"36 Oakland Ave, Warwick, NY 10990",4.4,3
Harvest Restaurant,"633 County Rd 1, Pine Island, NY 10969",4.4,1
Gio's restaurants,"253 S Little Tor Rd, New City, NY 10956",4.4,N/A
San Juan,"12 S Main St, New City, NY 10956",4.3,N/A
Main Street Cafe,"6 N Main St, New City, NY 10956",4.5,2
Rocco's Family Restaurant,"170 S Main St, New City, NY 10956",4.5,2
Michael's on Main,"381 S Main St, New City, NY 10956",4.7,2
La Cabana Restaurant,"23 Kennedy Dr, Spring Valley, NY 10977",4.3,1
Mahwah Bar & Grill,"2 Island Rd, Mahwah, NJ 07430",4.5,2
Saddle River Inn,"2 Barnstable Ct, Saddle River, NJ 07458",4.6,4
Roxanne's,"150 Franklin Turnpike, Mahwah, NJ 07430",4.3,2
Allendale Mediterranean Grill,"101 W Allendale Ave, Allendale, NJ 07401",4.6,2
Smyrna Mediterranean Mezze Grill,"21 E Main St, Ramsey, NJ 07446",4.5,2
Allendale Bar & Grill,"67 W Allendale Ave, Allendale, NJ 07401",4.3,2
Mason Jar Family Restaurant and Bar,"219 Ramapo Valley Rd, Mahwah, NJ 07430",4.1,2
Fire & Oak - Montvale,"100 Chestnut Ridge Rd, Montvale, NJ 07645",4.4,2
Chilitos Mexican Restaurant,"82 Lafayette Ave, Suffern, NY 10901",4.2,N/A
Mezza Luna Bistro,"96 W Allendale Ave, Allendale, NJ 07401",4.5,2
Novino Ristorante,"64 Ramapo Valley Rd, Mahwah, NJ 07430",4.4,2
Two Friends Restaurant and Bar,"23 Seven Lakes Dr, Sloatsburg, NY 10974",4.4,N/A
Nelly Latin Restaurant,"215 Wickham Ave, Middletown, NY 10940",3.7,N/A
La Rancherita,"240 Wickham Ave, Middletown, NY 10940",4.2,N/A
Camila's Pizzeria & Restaurant,"420 NY-211, Middletown, NY 10940",4.6,N/A
Hanami Japanese Restaurant,"21 W Main St, Middletown, NY 10940",4.5,2
Westtown Fare Restaurant & Bar,"795 NY-284, Westtown, NY 10998",4.5,3
Cuchifrito,"4 E Main St, Middletown, NY 10940",4.6,N/A
Holydog,"44 W Main St, Middletown, NY 10940",4.8,1
Chianti Cow Restaurant,"1483 US-6, Port Jervis, NY 12771",4.3,2
Pharmacy Kitchen & Bar,"62 W Main St, Goshen, NY 10924",4.1,N/A
Eddie's Roadhouse,"18 Main St, Warwick, NY 10990",4.5,2
Iron Forge Inn,"38 Iron Forge Rd, Warwick, NY 10990",4.6,3
Ana Restaurant,"22 Spring St, Warwick, NY 10990",4.7,N/A
Opa! Greek Grill,"10 Oakland Ave, Warwick, NY 10990",4.7,2
Zulimar restaurant,"286 Washington St, Newburgh, NY 12550",4.4,N/A
Talavera Restaurant,"1008 Little Britain Rd, New Windsor, NY 12553",4.7,1
Duck Town Restaurant,"246 Walsh Ave, New Windsor, NY 12553",4.5,1
Temple Hill Tavern,"171 Temple Hill Rd, New Windsor, NY 12553",4.4,2
Nyack Diner Family Restaurant,"41 NY-59, Nyack, NY 10960",4.3,1
BJ's Restaurant & Brewhouse,"1119 Fashion Dr, Nanuet, NY 10954",4.1,2
El Zapata,"16 E Main St, Middletown, NY 10940",4.4,N/A
Quisqueya,"3 South St, Middletown, NY 10940",4.1,N/A
La Esquina,"112 North St, Middletown, NY 10940",4.1,1
Latino Restaurant Inc,"148 North St, Middletown, NY 10940",4.3,N/A
Caborcas Mexican restaurant,"90 North St, Middletown, NY 10940",4.5,N/A
El Azteca Mexican Restaurant,"122-126 North St, Middletown, NY 10940",4.2,2
Ciao,"5-7, John R Albanese Pl, Eastchester, NY 10709",4.5,2
Armando's Tuscan Grill,"688 Westwood Ave., River Vale, NJ 07675",4.5,2
Silvio's Villa Ristorante & Martini Bar,"274 NY-94, Warwick, NY 10990",4.2,2
Crystal Inn,"12 Amity Rd, Warwick, NY 10990",4.5,2
The Jolly Onion,"625 Glenwood Rd, Pine Island, NY 10969",4.3,2
Stevas Bar & Grill,"2920 US-6, Slate Hill, NY 10973",4.6,N/A
Wits End Tavern,"92 NY-284, Unionville, NY 10988",4.6,1
Country Dream,"258 Pine Island Turnpike, Warwick, NY 10990",4.5,1
Cuginos,"2376 US-6, Middletown, NY 10940",4.6,2
Annabel's Pizza & Italian Restaurant,"6 Main St, Unionville, NY 10988",4.4,1
Asian Delicacies Chinese Restaurant,"148 NY-94 Suite 210, Warwick, NY 10990",4.3,2
Sabor A Mexico,"6 Susan Dr, Middletown, NY 10940",0,N/A
Napoli's Pizzeria,"2920 US-6, Slate Hill, NY 10973",4.4,N/A
Luca Trattoria & Pizzeria,"South Shoprite Plaza 153, NY-94, Warwick, NY 10990",4.2,2
Hong Fu Chinese & Japanese Restaurant,"2726 US-6, Slate Hill, NY 10973",4.5,1
Sangria,"1033 MacArthur Blvd, Mahwah, NJ 07430",4.5,2
Jay's Thai Kitchen,"57 Lafayette Ave, Suffern, NY 10901",4.4,2
Characters,"94 Orange Turnpike, Sloatsburg, NY 10974",4.4,2
Sarinas Afghan Cuisine,"75 Lafayette Ave, Suffern, NY 10901",4.3,2
Tuxedo Sushi,"233 NY-17, Tuxedo Park, NY 10987",4.6,2
Hacienda Don Manuel,"72 Lafayette Ave, Suffern, NY 10901",4.4,2
Greek City Restaurant,"1300 NJ-17 #12, Ramsey, NJ 07446",4.4,2
Peshawri Grill,"164 Franklin Turnpike, Mahwah, NJ 07430",4.2,2
Momento Restaurant,"374 Morsetown Rd, West Milford, NJ 07480",4.6,2
Country Cottage,"1745 Macopin Rd, West Milford, NJ 07480",4.4,2
West Milford Thai Restaurant,"179 Cahill Cross Rd, West Milford, NJ 07480",4.5,2
"BLINI , ITALIAN RESTAURANT","216 Cahill Cross Rd, West Milford, NJ 07480",4,2
The Grill,"125 Windermere Ave, Greenwood Lake, NY 10925",4.6,N/A
Pasta Cucina of Stony Point NY,"32 S Liberty Dr, Stony Point, NY 10980",4.5,2
Restaurant X & Bully Boy Bar,"117 NY-303, Congers, NY 10920",4.4,4
Tiffany's Cafe,"901 Main St, Peekskill, NY 10566",4.5,N/A
Hoot Owl,"26 Awosting Rd, Pine Bush, NY 12566",4.8,2
Babe's,"73 Railroad Ave, West Haverstraw, NY 10993",4.6,2
El Patron Mexican Restaurant,"104 US-6, Port Jervis, NY 12771",4.5,2
Elias Cole,"1176 NJ-23, Sussex, NJ 07461",4.6,1
The Grill at River Bend,"87 Neversink Dr, Port Jervis, NY 12771",4.3,2
Franico's Ristorante Pizzeria,"696 County Rd 1, Pine Island, NY 10969",4.5,1
Ridgebury Gourmet,"677 Ridgebury Rd, Slate Hill, NY 10973",4.9,N/A
Table 21 Market,"799 County Rd 1, Pine Island, NY 10969",4.4,N/A
Angus 83,"107 US-209, Port Jervis, NY 12771",0,N/A
Up the creek cafe,"1214 St 1214, NJ-23 Building B, Wantage, NJ 07461",4.7,N/A
Rustic Wheelhouse Restaurant,"39 Main St, Chester, NY 10918",4.5,2
El Azteca Mexican Restaurant,"117 S Main St, Florida, NY 10921",4.5,2
La Hidalguense,"32 N Main St, Florida, NY 10921",4.8,N/A
Limoncello at the Orange Inn,"159 Main St, Goshen, NY 10924",4.4,1
Sabor A Casa,"123 Main St, Chester, NY 10918",4.3,2
El Zapata Restaurant,"69 Brookside Ave suite 213, Chester, NY 10918",4.9,N/A
Docas,"125 Main St Suite 1, Ossining, NY 10562",4.5,2
FANNIE'S,"28 Railroad Ave, Warwick, NY 10990",4.5,2
Crabtree's Restaurant,"226 Jericho Turnpike, Floral Park, NY 11001",4.6,2
Social Corner Restaurant,"243-24 Merrick Blvd, Queens, NY 11422",4.1,2
BelleFourchetter Restaurant,"189-30 Linden Blvd, Queens, NY 11412",4.5,N/A
La Coquille,"1669 Northern Blvd, Manhasset, NY 11030",4.6,3
Mim's Restaurant,"235 Roslyn Rd, Roslyn Heights, NY 11577",4.5,2
Cara Mia Restaurant,"146 Tulip Ave, Floral Park, NY 11001",4.7,2
Plate of paradise restaurant,"180-03 Linden Blvd, Queens, NY 11434",5,2
Nuria's Restaurant,"13816 Jamaica Ave, Queens, NY 11435",4.1,N/A
Boquitas Bar & Restaurant,"84 Main St, Hempstead, NY 11550",4.7,N/A
O Lavrador,"138-40 101st Ave, Queens, NY 11435",4.5,2
Alpine Restaurant,"11 Franklin Ave, Franklin Square, NY 11010",4.3,2
Remy's Italian Restaurant,"10 Franklin Ave, Hewlett, NY 11557",4.7,N/A
Cinco Estrellas Bar and Restaurant,"215-52 Jamaica Ave, Queens, NY 11428",4.2,N/A
Mi Olivia Restaurant,"660 Fulton Ave, Hempstead, NY 11550",4.2,2
La Perla De Oriente Restaurant & Bar,"22 W Merrick Rd, Valley Stream, NY 11580",4.1,2
Luigi's Restaurant And Bar,"265-21 Union Tpke, Queens, NY 11040",4.5,2
Thai Table Restaurant,"88A N Village Ave, Rockville Centre, NY 11570",4,2
Cena 081,"103 Post Ave, Westbury, NY 11590",4.4,2
Besito Mexican Restaurant - Roslyn NY,"1516 Old Northern Blvd, Roslyn, NY 11576",4.4,2
Grillwaale,"315 Oak St, Uniondale, NY 11553",4.4,N/A
Paisano Restaurant,"186 Post Ave, Westbury, NY 11590",3,N/A
Calda Pizzeria & Restaurant,"2890 Hempstead Tpke, Levittown, NY 11756",4.5,2
Greenvale Townhouse Restaurant,"49 Glen Cove Rd, Greenvale, NY 11548",4.2,2
Vista Hermosa Family Restaurant,"1150 Front St, Uniondale, NY 11553",4,1
Mirelle's Restaurant,"170 Post Ave, Westbury, NY 11590",4.1,2
Jonathan's Restaurant | New Hyde Park,"3000 Jericho Turnpike, Garden City Park, NY 11040",4.5,3
Palominos Bar and Restaurant,"920 Hempstead Turnpike, Franklin Square, NY 11010",4.3,2
Il Toscano,"42-05 235th St, Queens, NY 11363",4.6,3
Ayhan's Shish-Kebab Restaurant,"550 Sunrise Hwy, Baldwin, NY 11510",4.3,2
The Restaurant,"8605 Rockaway Beach Blvd, Rockaway Park, NY 11694",4.4,2
Ocean Side Restaurant &Grill,"127-19 Merrick Blvd, Queens, NY 11434",4.3,N/A
Vetro Restaurant & Lounge,"164-49 Cross Bay Blvd, Queens, NY 11414",4.6,3
Libertad Restaurant,"96-19 Liberty Ave, Queens, NY 11417",4.1,1
Mitchell's Restaurant,"191 Rockaway Ave, Valley Stream, NY 11580",4.4,2
144 Restaurant,"144-02 135th Ave, Queens, NY 11436",3.7,N/A
LE CAP RESTAURANT & LOUNGE,"229-10 Merrick Blvd, Queens, NY 11413",4.6,N/A
New Thriving Restaurant,"116-20 Liberty Ave, Queens, NY 11419",4.2,N/A
Dario's,"13 N Village Ave, Rockville Centre, NY 11570",4.7,3
Embajada restaurant,"8421 Jamaica Ave, Queens, NY 11421",4.4,N/A
The Ranch,"134-01 Liberty Ave, Queens, NY 11419",4.1,1
Good Eats Bistro,"100-15 Ditmars Blvd, Queens, NY 11369",3.6,N/A
Sapeda Restaurant,"102-43 Queens Blvd, Queens, NY 11375",5,N/A
LabadI Restaurant & Lounge (CORMIER),"207-13 Jamaica Ave, Queens Village, NY 11428",4,2
The Cottage restaurant bar,"10807 72nd Ave, Queens, NY 11375",4.5,N/A
Cupido's Restaurant,"609 Sutter Ave, Brooklyn, NY 11207",2.9,N/A
New Lots Restaurant,"429 New Lots Ave, Brooklyn, NY 11207",4.3,N/A
Avocados Mexican Grill,"428 Kings Hwy, Brooklyn, NY 11223",4.6,2
CZEN Restaurant,"4410 Avenue H, Brooklyn, NY 11234",4.4,2
Nino's Restaurant,"1110 Hylan Blvd, Staten Island, NY 10305",4.6,2
M & K Spanish Restaurant,"56 Richmond Terrace, Staten Island, NY 10301",4.2,1
El Tololoche mexican restaurant,"7201 16th Ave, Brooklyn, NY 11204",4.3,2
Compadres Mexican Restaurant,"92-21 Liberty Ave, Queens, NY 11417",4.3,1
15 Fox Place,"15 Fox Pl, Jersey City, NJ 07306",4.8,N/A
Sofia Mexican Restaurant,"187 Suydam St, Brooklyn, NY 11221",4.4,1
Zanmi,"1206 Nostrand Ave., Brooklyn, NY 11225",4.3,2
The Soul Spot,"302 Atlantic Ave, Brooklyn, NY 11201",4.2,2
Golden 11 Seafood Restaurant,"6508-10 11th Ave, Brooklyn, NY 11219",3.8,N/A
Woodzzy Bar & Restaurant,"1133 Clarkson Ave, Brooklyn, NY 11212",4.6,N/A
Mama Tala Restaurant,"582 Morris Ave, Bronx, NY 10451",4.1,N/A
Mateus' Restaurant & Bar,"22207 Jamaica Ave, Queens Village, NY 11428",4.4,2
Flowing,"Queens, NY 11366",0,N/A
Village Pizzeria and Restaurant,"169 Tulip Ave, Floral Park, NY 11001",4.5,2
The Hills Restaurant,"4706 Church Ave, Brooklyn, NY 11203",4.2,2
Linda's Restaurant,"71 Main St, Hempstead, NY 11550",4.2,1
L.I. Valle Grill,"1204 Hempstead Turnpike, Franklin Square, NY 11010",4.6,N/A
Chef B's,"124 N Central Ave, Valley Stream, NY 11580",4.8,2
Double T Restaurant NY,"148-81 262nd Pl, Jamaica, NY 11422",0,N/A
Aniseh Lulu Restaurant,"211 W Merrick Rd, Valley Stream, NY 11580",0,N/A
Mia's,"31 Rockaway Ave, Valley Stream, NY 11580",4.2,2
SaVino's Restaurant & Wine Bar,"88 Atlantic Ave, Lynbrook, NY 11563",4.4,2
Paradiso,"164 N Village Ave, Rockville Centre, NY 11570",4.3,2
Idlewild,"138-10 135th Ave, Queens, NY 11436",3.4,N/A
Breezes Island Grill Restaurant & Lounge,"230-06 & 08, S Conduit Ave, Rosedale, NY 11422",4,2
The Gallery Four Italian Restaurant & Pizzeria,"93 Broadway, Lynbrook, NY 11563",4.8,1
