Name,Address,Rating [1-5],Price Level [1-4],Latitude,Longitude
Cafe Alaia,"128 Garth Rd, Scarsdale, NY 10583",4.5,N/A,40.9856169,-73.8103201
Autumn,"623 Main St, Sparkill, NY 10976",4.6,N/A,41.0291346,-73.92851929999999
il Portico Restaurant & Bar,"89 Main St, Tappan, NY 10983",4.3,N/A,41.020913,-73.9478555
Table 9,"92 Roa Hook Rd, Cortlandt, NY 10567",4.3,2,41.2988368,-73.93574070000001
Union Restaurant & Bar Latino,"22 New Main St, Haverstraw, NY 10927",4.7,3,41.1966034,-73.9652878
Piato Greek Kitchen,"173 S Riverside Ave, Croton-On-Hudson, NY 10520",4.8,2,41.2017081,-73.8863611
Liona's Restaurant,"5 Broadway, Haverstraw, NY 10927",4.8,N/A,41.1967889,-73.96460809999999
mediterraneo Restaurant,"923 South St, Peekskill, NY 10566",3.9,N/A,41.2898488,-73.9208323
Restaurant | Bar | Takeout,"172 N Highland Ave, Ossining, NY 10562",0,2,41.17003649999999,-73.8638169
Thai Cafe 88,"2 Suffern Ln, Garnerville, NY 10923",4.5,N/A,41.207642,-73.9977396
Taormina Trattoria,"59 Hudson Ave, Peekskill, NY 10566",4.5,2,41.2857965,-73.9297254
Leovin,"144 Ramapo Rd, Garnerville, NY 10923",4.5,1,41.2021908,-73.9916662
Apropos Restaurant at The Abbey Inn,"900 Fort Hill Rd, Peekskill, NY 10566",4.3,N/A,41.2927876,-73.9285774
Harbors Cafe,"1000 Round Pointe Dr, Haverstraw, NY 10927",4.8,N/A,41.1909531,-73.9584047
Mariella's Restaurant & Bar,"41 New Main St, Haverstraw, NY 10927",4.2,1,41.1963025,-73.9661653
Paradise Restaurant,"135 Broadway, Verplanck, NY 10596",4.6,2,41.2530935,-73.9595399
Cortlandt Restaurant & Catering,"4 Old Albany Post Rd, Cortlandt, NY 10567",5,N/A,41.3056253,-73.924975
Croton Colonial Restaurant Diner,"221 S Riverside Ave, Croton-On-Hudson, NY 10520",4.4,1,41.1999637,-73.8852225
Fin & Brew,"5 John Walsh Blvd, Peekskill, NY 10566",4.2,3,41.2756745,-73.9430359
Gyro Point Plus,"77 S Liberty Dr, Stony Point, NY 10980",4.7,1,41.223141,-73.984905
Restaurant 1915,"3020 Seven Lakes Drive, Tomkins Cove, NY 10986",4.2,N/A,41.313084,-73.9895203
Maya Cafe,"448 US-9, Fishkill, NY 12524",4.5,2,41.5189178,-73.8883129
Lou's Restaurant / Diner,"1344 NY-52, Carmel Hamlet, NY 10512",4.5,1,41.5093856,-73.6836605
Tavern on 52,"474 NY-52, Carmel Hamlet, NY 10512",4.1,2,41.4528954,-73.67114219999999
Carriage House,"887 US-6, Mahopac, NY 10541",4.5,2,41.3862203,-73.7253726
Ossining Pizzeria & Restaurant,"181 Croton Ave, Ossining, NY 10562",4.3,1,41.1672927,-73.8486276
Red Line Diner,"588 US-9, Fishkill, NY 12524",4.4,2,41.52900289999999,-73.89185379999999
The Dutchess Biercafe,"1097 Main St, Fishkill, NY 12524",4.7,2,41.5356592,-73.9026765
Trattoria Locanda,"1105 Main St, Fishkill, NY 12524",4.3,2,41.5358426,-73.9022861
18 North Grill,"18 Westage Dr, Fishkill, NY 12524",4,2,41.527566,-73.8939463
Sapore Italian Restaurant,"1108 Main St, Fishkill, NY 12524",4.3,2,41.5354946,-73.9020914
Feeling Kinda Kozy,"1126 Main St, Fishkill, NY 12524",4.4,2,41.53561790000001,-73.9015089
Stephano's on Main,"1053 Main St, Fishkill, NY 12524",4.5,2,41.53453330000001,-73.90445590000002
Sotano,"1036 Main St, Fishkill, NY 12524",4.7,2,41.5341116,-73.9044401
THE TOMATO CAFE,"1123 Main St, Fishkill, NY 12524",4.5,2,41.535893,-73.901483
Il Figlio Enoteca,"992 Main St, Fishkill, NY 12524",4.7,N/A,41.5315621,-73.9059269
Eleven 11,"1111 Main St, Fishkill, NY 12524",4.4,2,41.5358332,-73.902082
Valley Restaurant,"2015 US-9, Garrison, NY 10524",4.5,3,41.3851586,-73.91682399999999
Cilantro,"986 Main St, Fishkill, NY 12524",4.4,1,41.5309342,-73.90627669999999
Nicola's Italian Restaurant And Catering,"3620 US-9, Cold Spring, NY 10516",4.6,2,41.48785120000001,-73.90498070000001
Garrison Restaurant & Pizzeria,"2534 US-9, Garrison, NY 10524",4.6,1,41.41851250000001,-73.9140237
I-84 Diner,"853 NY-52, Fishkill, NY 12524",4.4,2,41.527354,-73.91826040000001
Dolly's Restaurant,"7 Garrisons Landing, Garrison, NY 10524",4.7,N/A,41.3814625,-73.9475238
Rafi's Gyro Loco,"323 Main St, Highland Falls, NY 10928",4.8,1,41.3710598,-73.96504159999999
The Park,"451 Main St, Highland Falls, NY 10928",4.5,2,41.3744488,-73.963714
Hacienda Restaurant,"145 Main St, Highland Falls, NY 10928",4.2,1,41.3628846,-73.9674497
One Twenty Three,"407 Smith Ridge Rd, South Salem, NY 10590",4.7,2,41.2109972,-73.5141477
Bedford Post Dining,"954 Old Post Rd, Bedford, NY 10506",3.6,4,41.2194323,-73.62662329999999
Little Drunken Chef,"36 Main St, Mt Kisco, NY 10549",4,2,41.208,-73.7278566
Peppino's Ristorante,"116 Katonah Ave, Katonah, NY 10536",4.5,3,41.2581585,-73.683794
North Star,"85 Westchester Ave, Pound Ridge, NY 10576",4.5,N/A,41.1911888,-73.552953
The Kitchen Table,"71 Westchester Ave, Pound Ridge, NY 10576",4.5,2,41.1904337,-73.5513247
Maya Restaurant,"E Main St, Mt Kisco, NY 10549",3.3,N/A,41.2082146,-73.7276444
Tijuana Mexican Grill,"37 S Moger Ave, Mt Kisco, NY 10549",4.6,1,41.2072604,-73.7288544
Tablao Ridgefield,"426 Main St F, Ridgefield, CT 06877",4.4,N/A,41.2822364,-73.4981409
Oscar's II Restaurant & Bar,"325 NY-100, Somers, NY 10589",4.7,2,41.3258454,-73.68820219999999
Salsa Verde Taqueria & Bar,"325 NY-100, Somers, NY 10589",4.1,N/A,41.325914,-73.6881135
The Arch Restaurant,"1292 NY-22, Brewster, NY 10509",4.8,3,41.4074628,-73.5791259
Clock Tower Grill,"512 Clock Tower Commons Dr, Brewster, NY 10509",4.5,2,41.4199317,-73.572221
Los Tigers Restaurant,"185 Valley St, Sleepy Hollow, NY 10591",4.1,N/A,41.0835394,-73.8613821
105 Twenty Bar & Grill,"120 Grand St, Croton-On-Hudson, NY 10520",4.4,2,41.2086281,-73.8843978
Calabria Restaurant,"80 S Main St, New City, NY 10956",4.3,1,41.1446747,-73.9898115
Melike,"121 Main St, Ossining, NY 10562",4.5,2,41.1607743,-73.8643488
Fino,"1 Baltic Pl, Croton-On-Hudson, NY 10520",4.5,2,41.2273482,-73.9092314
San Juan,"12 S Main St, New City, NY 10956",4.3,N/A,41.14700879999999,-73.9893905
Main Street Cafe,"6 N Main St, New City, NY 10956",4.5,2,41.1475285,-73.9888404
Sayola Restaurant,"50 Prospect Terrace, Tenafly, NJ 07670",4.6,2,40.9312053,-73.9610331
Grill House,"326 S Broadway, Yonkers, NY 10705",4.3,2,40.9222921,-73.8956565
Le Bouchon,"76 Main St, Cold Spring, NY 10516",4.3,2,41.4180226,-73.95831629999999
Riverview,"45 Fair St, Cold Spring, NY 10516",4.4,2,41.4202466,-73.9608522
Chapala Grill,"335 Windsor Hwy, New Windsor, NY 12553",4.4,2,41.4621897,-74.0520324
Andy's,"281 Main St, Highland Falls, NY 10928",4.4,1,41.37007639999999,-73.9656991
Stone House Grill & Market,"562 US-6, Mahopac, NY 10541",5,N/A,41.3700084,-73.7388217
Mamma Rosa,"252 NY-100, Somers, NY 10589",4.4,2,41.3085525,-73.6947673
Traditions 118,"11 Old Tomahawk St, Granite Springs, NY 10598",4.6,2,41.3162254,-73.7491563
Prime Pub Somers,"249 US-202, Somers, NY 10589",4.6,N/A,41.3290902,-73.68957689999999
Modern Restaurant & Lounge,"310 Huguenot St, New Rochelle, NY 10801",4.5,2,40.90893370000001,-73.7842385
El Fogon Restaurant,"80 Gramatan Ave, Mt Vernon, NY 10550",3.8,N/A,40.91365529999999,-73.83747629999999
Lunello Restaurant,"583 Davenport Ave, New Rochelle, NY 10805",4.6,N/A,40.8936857,-73.7774019
Las Mamis Restaurant,"177 S Lexington Ave, White Plains, NY 10601",4,N/A,41.0258846,-73.77108380000001
La Gladys Restaurant II,"360 Mamaroneck Ave, Mamaroneck, NY 10543",3.9,N/A,40.9515675,-73.735845
La Picara Restaurant,"392 Main St, White Plains, NY 10601",4.5,1,41.0368505,-73.7578316
Alba's Restaurant,"400 N Main St, Port Chester, NY 10573",4.4,N/A,41.007924,-73.657765
Mancora Restaurant,"180 Valley St, Sleepy Hollow, NY 10591",4.1,2,41.083301,-73.86136599999999
Ambar Restaurant,"60 Clinton St, Sleepy Hollow, NY 10591",4.6,1,41.08176599999999,-73.86593359999999
Pappous Greek Kitchen,"1983 Commerce St, Yorktown Heights, NY 10598",4.8,2,41.2759961,-73.7823681
Tilly's Table,"100 NY-312, Brewster, NY 10509",4.5,N/A,41.4202894,-73.6358929
La Villetta,"3172 Main St, Mohegan Lake, NY 10547",4.5,2,41.31373869999999,-73.8667548
El torito lounge,"31 South St, Mt Vernon, NY 10550",4.2,2,40.9081678,-73.85045869999999
Front Page 2 Restaurant & Lounge,"4637 White Plains Rd, Bronx, NY 10470",3.2,N/A,40.902808,-73.8512334
Burkes Restaurant and Bar,"645 Bronx River Rd, Yonkers, NY 10704",4.3,2,40.9218969,-73.8473606
Code Red Restaurant & Lounge,"1320 E Gun Hill Rd, Bronx, NY 10469",4.1,2,40.8711939,-73.848109
La Bussola Restaurant,"40 School St, Glen Cove, NY 11542",4.6,3,40.8654312,-73.6309698
La Vicharra Peruvian Restaurant,"72 School St, Glen Cove, NY 11542",4.4,N/A,40.8666095,-73.6306232
Lammy's Restaurant,"987 E 233rd St, Bronx, NY 10466",4,1,40.8908242,-73.84881639999999
La Ginestra,"50 Forest Ave, Glen Cove, NY 11542",4.6,N/A,40.8714382,-73.6254569
La Botte Ristorante,"14 Martine Ave, White Plains, NY 10606",4.7,2,41.0301259,-73.7727438
Terra Rustica Ristorante Italiano,"550 N State Rd, Briarcliff Manor, NY 10510",4.5,2,41.1672238,-73.8200023
Woods Tavern Bar And Grill,"400 Croton Dam Rd, Ossining, NY 10562",4.3,N/A,41.1992001,-73.8203612
Gavi Restaurant,"15 Old Rte 22, Armonk, NY 10504",4.5,2,41.1170368,-73.7203524
Docas,"125 Main St Suite 1, Ossining, NY 10562",4.5,2,41.1608257,-73.8642464
Chatterbox Pleasantville,"75 Cooley St, Pleasantville, NY 10570",4.1,N/A,41.1335703,-73.79352700000001
Benvenuto's II,"1859 E Main St, Mohegan Lake, NY 10547",4.7,2,41.32126,-73.8560344
Bangkok Spice,"1161 E Main St, Shrub Oak, NY 10588",4.4,2,41.3293843,-73.8311744
La Camelia,"234 N Bedford Rd, Mt Kisco, NY 10549",4.3,2,41.2154602,-73.7190684
Rosy Tomorrow's,"15 Old Mill Plain Rd, Danbury, CT 06811",4.5,2,41.3940501,-73.5174447
Square One Bar & Grill,"24 Mill Plain Rd, Danbury, CT 06811",4.3,2,41.3880673,-73.49591110000001
Kibberia,"93 Mill Plain Rd, Danbury, CT 06811",4.6,1,41.3945709,-73.5118657
Terra,"15 Milestone Rd, Danbury, CT 06810",4.5,2,41.38703719999999,-73.518639
Cafe on the Green,"100 Aunt Hack Rd, Danbury, CT 06811",4.4,3,41.413597,-73.5199895
Della Francesca,"46 Mill Plain Rd, Danbury, CT 06811",4.5,3,41.3891072,-73.5005571
Le's Kitchen,"18 Mill Plain Rd, Danbury, CT 06811",4.6,1,41.3875948,-73.495474
Dolce Restaurant & Wine Bar,"39B Mill Plain Rd, Danbury, CT 06811",4.5,2,41.390359,-73.5007993
Jaipore Royal Indian Cuisine,"280 NY-22, Brewster, NY 10509",4.5,2,41.365758,-73.640413
Muscoot Tavern,"105 Somerstown Turnpike, Katonah, NY 10536",4.3,2,41.2757799,-73.71016469999999
Iron Vine Tapas Bar And Restaurant,"992 Main St, Peekskill, NY 10566",4.4,2,41.2918909,-73.9200819
Eastend Restaurant,"409 Greenwich Ave, Greenwich, CT 06830",4.4,1,41.0221519,-73.6243246
Polpo Restaurant & Saloon,"554 Old Post Rd #3, Greenwich, CT 06830",4.2,4,41.0205923,-73.6432626
Chef Luis Restaurant,"129 Elm St, New Canaan, CT 06840",4.6,2,41.1468215,-73.49468180000001
SE Uncorked,"15 Elm St, New Canaan, CT 06840",4.4,2,41.1470765,-73.4926213
Elm,"73 Elm St, New Canaan, CT 06840",4.3,3,41.146941,-73.4937066
South End,"36 Pine St, New Canaan, CT 06840",4.5,3,41.14468120000001,-73.4965569
Gates Restaurant + Bar,"10 Forest St, New Canaan, CT 06840",4,2,41.148157,-73.4922698
DiNardo's Ristorante Italiano,"76 Westchester Ave, Pound Ridge, NY 10576",4.7,2,41.190377,-73.552281
Ancient Mariner Restaurant,"451 Main St, Ridgefield, CT 06877",4.3,2,41.28224549999999,-73.500158
Farmer's Table,"12 Forest St, New Canaan, CT 06840",4.3,2,41.1481985,-73.49214010000001
Pesca Peruvian Bistro,"70 Main St, New Canaan, CT 06840",4.5,N/A,41.14816870000001,-73.49281189999999
Bacio,"12 N Salem Rd, Cross River, NY 10518",4.5,2,41.2683039,-73.6064603
Bam's,"166 Stoneleigh Ave, Carmel Hamlet, NY 10512",4.2,N/A,41.355759,-73.6604468
Sunset Boulevard,"156 E Lake Blvd, Mahopac, NY 10541",3.6,N/A,41.3755266,-73.72908439999999
Dante's Trattoria,"135 US-6, Mahopac, NY 10541",4.3,2,41.3469772,-73.75435139999999
IL Villaggio Authentic,"947 S Lake Blvd, Mahopac, NY 10541",4.7,N/A,41.37285989999999,-73.735547
3815 El Meson Restaurant,"3815 White Plains Rd, Bronx, NY 10467",4.2,N/A,40.8841388,-73.8628285
"Fish N' Ting Restaurant, Bar & Lounge","4063 Boston Rd, Bronx, NY 10466",4.2,2,40.8856793,-73.8291328
McKeon's Bar and Restaurant,"996 McLean Ave, Yonkers, NY 10704",4.6,2,40.9029239,-73.8644107
Tequila Escape,"439 Main St, Ridgefield, CT 06877",4.4,N/A,41.2823522,-73.4993922
Barn Door Restaurant,"37 Ethan Allen Hwy, Ridgefield, CT 06877",4.6,2,41.2666157,-73.4418001
Marly's,"101 Old Ridgefield Rd, Wilton, CT 06897",4.4,2,41.193086,-73.4329111
Cactus Rose Restaurant & Tequila Bar,"5 River Rd, Wilton, CT 06897",4.3,3,41.191584,-73.430939
Aranci 67,"142 Old Ridgefield Rd, Wilton, CT 06897",4.7,2,41.1926221,-73.4306129
Southwest Cafe,"109 Danbury Rd #4109, Ridgefield, CT 06877",4.6,2,41.2934568,-73.4940672
The Inn at Pound Ridge by Jean-Georges,"258 Westchester Ave, Pound Ridge, NY 10576",4.3,3,41.209381,-73.575178
Bianco Rosso Wine Bar & Restaurant,"151 Old Ridgefield Rd, Wilton, CT 06897",4.5,2,41.1920512,-73.43089499999999
Point Break Tacos,"126 Old Ridgefield Rd, Wilton, CT 06897",4.6,N/A,41.1930565,-73.4307911
Churrasqueria Minerva,"413 Washington St, Peekskill, NY 10566",4.3,N/A,41.2825508,-73.9256317
Yuka's Latin Fusion,"2011 Albany Post Rd, Croton-On-Hudson, NY 10520",4.4,2,41.2304362,-73.9084329
Barbarie's Grill,"7 Backus Ave, Danbury, CT 06810",4.4,N/A,41.3789883,-73.4796836
21 Lake Restaurant and Bar,"21 Lake Ave Ext, Danbury, CT 06811",4.1,N/A,41.3862568,-73.47970269999999
Olive Garden Italian Restaurant,"36 Backus Ave, Danbury, CT 06810",4.2,2,41.374711,-73.486486
Rraci's Restaurant,"3670 Danbury Rd, Brewster, NY 10509",4.6,3,41.3854846,-73.5742125
IL FORNO,"343 US-202, Somers, NY 10589",4.6,2,41.32957469999999,-73.6838731
Communal Kitchen,"162 Main St, Nyack, NY 10960",4.6,2,41.0918444,-73.9227083
Hudson Social,"RR Station, 11 Station Plaza, Dobbs Ferry, NY 10522",4.4,2,41.01221930000001,-73.8798075
The Cabin Restaurant,"1172 Knollwood Rd, White Plains, NY 10603",4.4,2,41.0725172,-73.8001203
CZEN Restaurant Englewood,"36 N Van Brunt St, Englewood, NJ 07631",4.5,N/A,40.8953135,-73.97470729999999
Lina Restaurant,"500 W 207th St, New York, NY 10034",4.5,N/A,40.864406,-73.9193117
Montezuma Restaurant,"119 W Kingsbridge Rd, Bronx, NY 10468",4.3,2,40.868731,-73.90194919999999
Mirador restaurant,"44 W Kingsbridge Rd, Bronx, NY 10468",4.1,N/A,40.8677315,-73.8994026
Beccofino,"5704 Mosholu Ave, Bronx, NY 10471",4.5,2,40.90531439999999,-73.900353
Zapata,"779 NY-340, Palisades, NY 10964",4.3,2,41.01252110000001,-73.9290474
Mary's Palaces Restaurant y bar,"1460 Macombs Rd, Bronx, NY 10452",3.9,N/A,40.8417365,-73.9176567
MG54 RESTAURANT & LOUNGE,"1548 University Ave, Bronx, NY 10452",4.2,N/A,40.8458718,-73.9214095
Ventanas Restaurant and Lounge,"200 Park Ave, Fort Lee, NJ 07024",4.4,2,40.851955,-73.9672969
Mario's Restaurant,"2342 Arthur Ave, Bronx, NY 10458",4.4,2,40.85415649999999,-73.8884583
Two In One,"63 E Kingsbridge Rd, Bronx, NY 10468",3.4,N/A,40.8670461,-73.8956793
Sangria Cafe,"2085 Bartow Ave, Bronx, NY 10475",4.1,2,40.8697607,-73.8277042
Fratelli,"2507 Eastchester Rd, Bronx, NY 10469",4.5,2,40.8631065,-73.8437266
Restaurant X,"170 Main St, Port Washington, NY 11050",4.8,N/A,40.8306362,-73.6934393
Nanuet Restaurant,"211 Main St, Nanuet, NY 10954",4.4,2,41.0894254,-74.0137043
El Diamante Bar & Restaurant,"10 S Main St, Spring Valley, NY 10977",4,N/A,41.1110976,-74.0446946
The Unknown Restaurant and bar,"8 N William St, Pearl River, NY 10965",4.5,N/A,41.0597044,-74.02022389999999
Sazone,"191 S Main St, New City, NY 10956",4.6,2,41.1406414,-73.9910469
El Banquete restaurant,"86 Lafayette Ave, Suffern, NY 10901",4.5,N/A,41.1154549,-74.15114659999999
DELPINO Restaurant,"108 Chestnut Ridge Rd, Montvale, NJ 07645",4.4,2,41.0567417,-74.0685342
Windsor Grille Restaurant,"425 NY-59, Nanuet, NY 10954",3.7,2,41.0898856,-73.99464739999999
Varka Restaurant,"30 N Spruce St, Ramsey, NJ 07446",4.5,3,41.0587452,-74.1400896
Exclusive kitchen,"156 N Main St, Spring Valley, NY 10977",4.3,N/A,41.1188187,-74.0433166
503 restaurant inc,"28 N Main St, Spring Valley, NY 10977",4.9,N/A,41.1130046,-74.0445361
City Line Family Restaurant,"254 S Main St, New City, NY 10956",4.3,2,41.1387138,-73.99008169999999
El Paraiso Restaurant & lounge,"23 Kennedy Dr, Spring Valley, NY 10977",4,N/A,41.1081626,-74.058708
daNina Italian Restaurant,"1 Lafayette Ave, Suffern, NY 10901",4.6,2,41.116081,-74.15413699999999
Estrella's Cafe,"119 Main St, Nanuet, NY 10954",4.6,1,41.0929568,-74.0129819
Agave Restaurant and Lounge,"100 Orange Ave, Suffern, NY 10901",4.5,N/A,41.1165203,-74.1545281
La Placita Restaurant,"55 S Central Ave, Spring Valley, NY 10977",3.9,2,41.1065926,-74.0401176
Green Star Restaurant,"163 N Middletown Rd, Pearl River, NY 10965",4.4,2,41.0655215,-74.01280609999999
La Terrazza,"291 S Main St, New City, NY 10956",4.4,2,41.1373766,-73.9912659
Mario's,"503 NY-32, Highland Mills, NY 10930",4.5,2,41.3467151,-74.1266844
"A Better Place Bar & Grill, Inc.","200 Route 32 #3,4,5, Central Valley, NY 10917",4.5,1,41.327194,-74.12207
Captain's Table,"547 NY-17M, Monroe, NY 10950",4.5,2,41.320623,-74.181874
Amada's Kitchen AUTHENTIC MEXICAN food,"15 E Main St, Washingtonville, NY 10992",4.5,1,41.4276999,-74.1661306
Entre Tierras's Restaurant NY,"66 Millpond Pkwy, Monroe, NY 10950",4.8,N/A,41.3288538,-74.1892295
1839 Restaurant and Bar,"84 Brotherhood Plaza Dr, Washingtonville, NY 10992",4.3,N/A,41.431754,-74.162967
Torbellino's Latin Restaurant,"494 NY-17M, Monroe, NY 10950",4.3,N/A,41.3198498,-74.1764063
Somni NY Tapas,"590 NY-208, Monroe, NY 10950",4.5,N/A,41.357316,-74.1913801
An Artistic Taste,"88 NY-17M, Harriman, NY 10926",4.7,2,41.307921,-74.1527262
La Vera Cucina,"43 Hillside Terrace, Monroe, NY 10950",4.4,2,41.3218548,-74.1993146
The Tequila Grill,"63 Still Rd, Monroe, NY 10950",4.7,N/A,41.3152838,-74.181789
Mina's Spanish Kitchen,"355 Windsor Hwy, New Windsor, NY 12553",3.9,2,41.4607157,-74.0529856
La Villa Mexican Restaurant & Bar,"6 Depot St, Washingtonville, NY 10992",4.5,1,41.425321,-74.1674566
Scalia & Co Craft Kitchen and Bar,"Shoprite Plaza, 785 NY-17M #2, Monroe, NY 10950",4.5,2,41.3322728,-74.1941423
Nelly Cilantro Latin Restaurant and Bar,"287 Windsor Hwy #100, New Windsor, NY 12553",4.4,2,41.4666419,-74.0486035
La Rancherita,"101 Carpenter Pl, Monroe, NY 10950",4.3,1,41.3271776,-74.1852912
Tulcingo,"817 NY-17M, Monroe, NY 10950",4.5,1,41.3350538,-74.1925904
Mina's Spanish Kitchen Monroe,"400 NY-17M, Monroe, NY 10950",4.1,2,41.3168161,-74.16887179999999
Capri Restaurant & Pizzeria,"359 Windsor Hwy, New Windsor, NY 12553",4.5,2,41.4602633,-74.0533899
El Rinconcito Latin Food,"266 Quassaick Ave, New Windsor, NY 12553",4.3,1,41.4711447,-74.0278574
Banchetto Feast,"75 West Route 59 &, S Middletown Rd, Nanuet, NY 10954",4.5,2,41.09503160000001,-74.0128778
Nanuet Hotel,"132 Main St, Nanuet, NY 10954",4.6,2,41.0924883,-74.0124424
Stevas Bar & Grill,"2920 US-6, Slate Hill, NY 10973",4.6,N/A,41.3940086,-74.4633308
Applebee's Grill + Bar,"12 Orange Plaza Ln, Middletown, NY 10940",3.8,2,41.4529013,-74.3786093
Alondra's Cuisine,"14 North St, Middletown, NY 10940",4.5,1,41.4455537,-74.4201417
Barrel 28,"28 N Main St, Florida, NY 10921",4.5,2,41.3327435,-74.35719399999999
Delancey's,"40 Park Pl, Goshen, NY 10924",4.4,2,41.4018765,-74.32076570000001
Bee Soulful Restaurant,"29 Center St, Middletown, NY 10940",4.3,N/A,41.44675950000001,-74.4202505
J's Place,"39 W Main St, Middletown, NY 10940",4.7,N/A,41.4453099,-74.42136599999999
Copper Bottom An American Grill & Bar,"162 N Main St, Florida, NY 10921",4.5,2,41.3380663,-74.3589554
Pimiento Latin American Restaurant,"265 Route 211 East, Suite 101 & 102, Middletown, NY 10940",4.2,2,41.4544073,-74.4011591
Jackie's Latin Kitchen,"Inside Valero, 76 E Main St, Middletown, NY 10940",4.6,1,41.4453681,-74.4165403
Zoe's Latin Cafe,"56 N Main St, Florida, NY 10921",4.9,N/A,41.333472,-74.35746859999999
El Rancho Mexican Restaurant,"3 New St, Goshen, NY 10924",4.4,1,41.4007568,-74.32615620000001
Angelita's Mexican Kitchen,"32 N Church St #1r, Goshen, NY 10924",4.7,N/A,41.4025829,-74.3245077
Allan's Falafel,"115 Main St, Chester, NY 10918",4.7,1,41.3565853,-74.2772154
Milo's Restaurant,"90 North St, Middletown, NY 10940",4.6,N/A,41.4476537,-74.41925069999999
San Cristobal,"52 Cottage St, Middletown, NY 10940",4.5,1,41.448859,-74.4141909
Sugar Loaf Taphouse,"1368 Kings Hwy, Chester, NY 10918",4.5,2,41.3185651,-74.2865934
El Bandido Mexican Restaurant,"536 E Main St, Middletown, NY 10940",4.3,2,41.44476299999999,-74.38104179999999
Pizza E Birra,"287 NY-211, Middletown, NY 10940",4.4,2,41.4549058,-74.3997948
Casa Mia Latin Kitchen,"2040 Goshen Turnpike, Middletown, NY 10941",4.5,2,41.4667012,-74.3466799
Mezza,"22 Jefferson Ave, Westwood, NJ 07675",4.5,2,40.98984799999999,-74.03074850000002
Bellissimo Restaurant,"12 S Kinderkamack Rd, Montvale, NJ 07645",4.6,2,41.0392635,-74.0287003
The Iron Horse Restaurant,"20 Washington Ave, Westwood, NJ 07675",4.3,2,40.9916483,-74.0335695
The Horse & Sulky Pub & Grill,"206 Sarah Wells Trail, Campbell Hall, NY 10916",4.3,N/A,41.4356401,-74.2588715
wildfire grill,"74 Clinton St, Montgomery, NY 12549",4.5,N/A,41.5273305,-74.2381846
88 Charles St Restaurant,"88 Charles St, Montgomery, NY 12549",4.5,2,41.5265957,-74.2384178
The Table,"73 Clinton St, Montgomery, NY 12549",4.6,N/A,41.5272593,-74.2385451
Strada Grill,"1011 NY-17K, Montgomery, NY 12549",4.5,N/A,41.5247496,-74.19880169999999
Antonio's Family Restaurant,"118 Clinton St, Montgomery, NY 12549",4.9,N/A,41.5268135,-74.23666399999999
